DACH1,11,"72012097,72049272,72049837,72053300,72063128,72131155,72133951,72146971,72204687,72255926,72440053,","72014824,72049341,72049981,72053448,72063280,72131290,72134087,72147144,72204849,72256042,72441330,",
CCDC30,16,"43000559,43002146,43004843,43011080,43021826,43031966,43042690,43047030,43054991,43076648,43102907,43108143,43110363,43111805,43119046,43119488,","43000660,43002272,43004981,43011250,43022076,43032146,43042900,43047185,43055154,43076761,43103049,43108280,43110478,43111988,43119114,43120335,",
SNIP1,4,"38000049,38005757,38018245,38019606,","38003613,38006356,38018348,38019945,",
DHTKD1,17,"12110915,12123470,12126538,12129533,12130984,12133511,12136071,12139682,12142176,12143040,12148244,12149907,12154898,12159671,12160747,12162180,12162785,","12111186,12123626,12126750,12129728,12131254,12133683,12136270,12139995,12142261,12143180,12148395,12150014,12155063,12159754,12160917,12162266,12165227,",
SNAI2,3,"49830238,49832454,49833745,","49831547,49833000,49833999,",
TG,48,"133879204,133880359,133881973,133883592,133885306,133894107,133894713,133895058,133898692,133900228,133905934,133909893,133910413,133911042,133912481,133913597,133918932,133920430,133923621,133925291,133931620,133935582,133941320,133945805,133948000,133953595,133961020,133973252,133975238,133978804,133980038,133981702,133984038,133984842,133995594,134024145,134025844,134030022,134031846,134034235,134042065,134107287,134108449,134125665,134128852,134144055,134145713,134146919,","133879312,133880468,133882071,133883796,133885466,133894214,133894857,133895244,133899793,133900813,133906174,133910031,133910491,133911155,133912584,133913798,133919145,133920585,133923778,133925510,133931770,133935753,133941437,133945921,133948109,133953787,133961188,133973318,133975319,133978942,133980215,133981814,133984118,133984986,133995657,134024280,134026009,134030242,134031940,134034395,134042268,134107452,134108617,134125847,134128960,134144190,134145904,134147143,",
IDH1,10,"209100950,209103794,209104586,209106717,209108150,209110042,209113092,209116153,209118609,209119662,","209101893,209103957,209104727,209106869,209108328,209110148,209113384,209116291,209118683,209119867,",
ZNF644,6,"91380856,91383608,91403041,91403828,91447866,91487546,","91382547,91383711,91403647,91406866,91447927,91487812,",
NRP2,17,"206547223,206562267,206580916,206587201,206588508,206590636,206592614,206605242,206607926,206610469,206614448,206617558,206628397,206630197,206631506,206656958,206659477,","206548087,206562445,206581098,206587432,206588664,206590806,206592770,206605387,206608276,206610614,206614565,206617699,206628660,206630294,206631542,206657009,206662857,",
CRB1,12,"197237333,197297551,197313410,197316469,197325960,197390129,197396583,197398578,197403835,197407676,197411295,197446793,","197237612,197298133,197313606,197316609,197326143,197391086,197397131,197398744,197404742,197407805,197411422,197447585,",
RSPO1,9,"38076950,38077420,38079375,38079855,38082155,38095239,38097515,38097958,38100237,","38077349,38078593,38079564,38080005,38082347,38095621,38097694,38098025,38100595,",
HNRNPA1,11,"54674487,54675169,54675578,54675873,54676177,54676356,54676583,54676862,54677595,54678041,54678332,","54674606,54675286,54675725,54676084,54676270,54676449,54676658,54677018,54677751,54678101,54679030,",
SHARPIN,9,"145153535,145153768,145153983,145154179,145154412,145154605,145154831,145157953,145158455,","145153691,145153897,145154108,145154333,145154521,145154747,145154972,145158128,145159140,",
MED25,18,"50321535,50321827,50322428,50331705,50332226,50333042,50333344,50333767,50333950,50334589,50335192,50335356,50335564,50338242,50338790,50338983,50339482,50340103,","50321732,50321873,50322553,50331804,50332347,50333205,50333475,50333855,50334144,50334718,50335278,50335414,50335672,50338434,50338862,50339202,50339663,50340237,",
ST6GALNAC5,5,"77333185,77334181,77509888,77515942,77528659,","77333375,77334427,77510298,77516050,77529737,",
SPRY4,3,"141689991,141699308,141704408,","141694720,141699359,141704620,",
SBF2,40,"9800213,9803053,9805897,9806671,9809180,9810655,9812102,9817377,9829546,9830447,9834078,9838386,9850902,9853770,9861044,9864171,9867111,9868502,9871569,9874222,9875086,9878004,9879772,9917489,9983503,9985319,9989887,10011043,10013961,10014536,10015467,10019812,10022460,10024103,10049998,10051311,10052594,10064390,10215448,10315561,","9802063,9803185,9805985,9806865,9809285,9810889,9812230,9817504,9829732,9830549,9834255,9838571,9851043,9853967,9861243,9864317,9867287,9868630,9871765,9874296,9875259,9878267,9879943,9917558,9983653,9985429,9990092,10011142,10014090,10014650,10015545,10019926,10022569,10024236,10050104,10051422,10052717,10064528,10215534,10315754,",
RUVBL1,11,"127799799,127801325,127806548,127816142,127817724,127819437,127820401,127823615,127831730,127838170,127842426,","127800252,127801417,127806651,127816341,127817788,127819587,127820491,127823767,127831863,127838257,127842671,",
PLA2G4C,17,"48551099,48556253,48558134,48565254,48571047,48578023,48581027,48588315,48591942,48593620,48598720,48601395,48602927,48607844,48608589,48609778,48613743,","48551645,48556404,48558306,48565409,48571143,48578131,48581081,48588369,48591969,48593674,48598861,48601516,48603117,48607981,48608701,48609818,48614109,",
SLC25A12,18,"172639914,172644080,172644298,172647960,172650136,172666115,172666733,172669848,172671630,172683307,172690472,172691236,172693630,172700878,172712343,172725190,172749714,172750712,","172641985,172644171,172644457,172648099,172650277,172666196,172666786,172670007,172671712,172683392,172690566,172691375,172693777,172701018,172712459,172725333,172749768,172750816,",
ARHGEF12,41,"120207617,120276826,120278446,120280102,120291461,120292511,120295066,120298777,120300148,120300420,120302479,120308016,120310837,120312415,120312812,120316130,120317111,120317656,120318582,120318942,120319817,120322220,120327826,120328429,120328788,120329882,120331380,120335945,120337902,120339996,120343758,120345268,120346048,120347369,120347927,120348155,120348864,120350668,120351968,120355146,120355775,","120207984,120276850,120278532,120280159,120291560,120292561,120295124,120298956,120300226,120300540,120302620,120308091,120310930,120312526,120312911,120316173,120317217,120317794,120318615,120319057,120319923,120322433,120327959,120328465,120328943,120330029,120331466,120336071,120338017,120340097,120343836,120345344,120346216,120347457,120348014,120348235,120349098,120351139,120352285,120355216,120360645,",
MAMLD1,7,"149613719,149631037,149638016,149641951,149671543,149678231,149680273,","149613878,149631112,149639762,149642074,149671787,149678316,149682448,",
SAE1,9,"47634079,47646750,47653458,47656154,47658370,47673074,47700489,47706927,47712415,","47634285,47646862,47653632,47656297,47658470,47673180,47700634,47706997,47713893,",
OR4F5,1,"69090,","70008,",
OR13G1,1,"247835419,","247836343,",
PLXNA4,32,"131808090,131817807,131825357,131829877,131831268,131832658,131833301,131844231,131848900,131849892,131853062,131859536,131864445,131865344,131866139,131866855,131870057,131872229,131878820,131883243,131887404,131888081,131895701,131908285,131910919,131912209,131913104,131925824,131982849,132174050,132192264,132261180,","131815333,131817958,131825570,131830047,131831459,131832758,131833405,131844391,131849047,131849959,131853331,131859679,131864680,131865491,131866379,131866949,131870222,131872366,131878938,131883395,131887595,131888178,131895902,131908400,131911019,131912363,131913228,131925925,131982981,132174233,132193538,132261323,",
IL32,8,"3115312,3115621,3115784,3117377,3117554,3117984,3118180,3118990,","3115495,3115688,3115827,3117416,3117614,3118011,3118240,3119668,",
TENM4,34,"78364327,78372493,78379981,78383077,78387196,78399098,78412570,78419405,78423526,78431414,78433712,78437123,78440420,78443360,78449495,78467849,78482036,78489646,78497942,78516336,78523166,78525338,78565148,78567008,78574006,78600829,78602282,78614312,78775782,78780766,78859754,78926852,79008532,79151552,","78369861,78372636,78381596,78383374,78387432,78399271,78413448,78419560,78423759,78431435,78433962,78437267,78440688,78443622,78449615,78468066,78482183,78489673,78498128,78516537,78523361,78525440,78565359,78567223,78574177,78601065,78602381,78614568,78776052,78781054,78859851,78926954,79008588,79151695,",
TST,3,"37406899,37414178,37415440,","37407366,37414794,37415494,",
HSP90B1,18,"104324111,104325298,104326054,104326603,104327733,104331472,104332117,104333286,104335187,104335406,104335609,104336304,104336851,104337515,104340395,104340563,104341088,104341410,","104324342,104325401,104326196,104326720,104328065,104331584,104332237,104333403,104335325,104335484,104335675,104336574,104337097,104337652,104340474,104340719,104341208,104341708,",
SFXN4,14,"120900424,120905747,120907286,120914573,120916189,120917179,120917382,120917520,120919239,120920426,120920566,120921851,120923642,120925048,","120900831,120905865,120907372,120914689,120916268,120917245,120917439,120917574,120919265,120920481,120920593,120921926,120923708,120925204,",
HPS4,14,"26846848,26853824,26854410,26859882,26861420,26862191,26864516,26866684,26868267,26868797,26872958,26875230,26877687,26879639,","26849370,26853933,26854543,26860792,26861517,26862228,26864589,26866779,26868384,26868905,26873102,26875321,26878206,26879829,",
OPTN,14,"13142081,13151111,13152273,13154452,13158266,13160887,13164384,13165994,13167417,13167945,13169744,13174066,13175501,13178744,","13142302,13151288,13152476,13154635,13158340,13161040,13164487,13166110,13167567,13168039,13169903,13174197,13175581,13180276,",
USP24,68,"55532031,55537486,55537989,55538458,55539500,55541129,55542907,55544210,55545210,55546994,55548944,55549444,55551614,55555299,55557695,55558493,55559609,55560927,55562170,55562624,55563270,55563615,55564148,55565443,55566511,55567256,55569548,55571818,55572911,55575857,55586268,55587108,55589119,55590141,55590992,55591335,55595149,55598217,55599742,55600000,55603187,55603478,55604280,55604616,55607288,55608414,55608651,55609799,55611670,55612601,55613321,55614135,55619542,55619791,55620043,55620343,55622620,55622928,55624550,55625283,55627871,55631557,55632240,55637228,55638049,55642048,55643639,55680462,","55534780,55537597,55538076,55538534,55539579,55541196,55542973,55544324,55545332,55547097,55549037,55549561,55551711,55555413,55557799,55558589,55559760,55561069,55562295,55562845,55563390,55563757,55564231,55565542,55566637,55567376,55569693,55571936,55573103,55575919,55586429,55587179,55589275,55590301,55591221,55591431,55595247,55598373,55599836,55600086,55603361,55603577,55604391,55604683,55607404,55608468,55608792,55609876,55611782,55612733,55613471,55614243,55619590,55619953,55620139,55620451,55622724,55623043,55624709,55625358,55627937,55631623,55632276,55637351,55638193,55642116,55643805,55681039,",
SLC6A15,12,"85253266,85257217,85260812,85264256,85266380,85266865,85270275,85277637,85279213,85279689,85285610,85306301,","85255785,85257380,85260972,85264449,85266573,85267107,85270386,85277819,85279340,85279847,85286087,85306608,",
MACC1,7,"20174278,20193815,20197826,20201370,20203878,20210336,20256921,","20180781,20194004,20199868,20201493,20204022,20210401,20257013,",
SUMF1,9,"4402828,4418013,4452548,4458811,4459693,4461747,4490949,4494559,4508659,","4403938,4418073,4452662,4458926,4459816,4461830,4491024,4494733,4508966,",
WDR72,20,"53805937,53815414,53889275,53901709,53905862,53907622,53957768,53991946,53994330,53997184,53998123,54003053,54003532,54004968,54006630,54007389,54008803,54014998,54025193,54051829,","53809951,53815519,53889471,53901789,53905954,53908440,53957965,53992142,53994551,53997430,53998271,54003150,54003678,54005088,54006707,54007564,54008882,54015105,54025358,54051859,",
MIER3,13,"56215428,56219517,56219741,56224593,56226490,56229073,56231254,56231492,56233404,56234709,56242752,56246454,56247920,","56219412,56219660,56219869,56224685,56226572,56229225,56231327,56231578,56233525,56234844,56242898,56246479,56247957,",
BBS12,2,"123653856,123663037,","123654039,123666098,",
RNF168,6,"196195656,196202101,196210640,196214269,196215477,196229743,","196199643,196202183,196210762,196214449,196215554,196230639,",
SMOC2,13,"168841830,168910594,168927025,168928307,168944304,168947765,168949808,168999497,169008836,169051360,169053633,169064753,169067100,","168842134,168910766,168927132,168928407,168944352,168947849,168949883,168999684,169008919,169051463,169053908,169064791,169068674,",
PRKAG1,12,"49396054,49396926,49397340,49397539,49398289,49398746,49398902,49399088,49399244,49399525,49406844,49412514,","49396789,49397073,49397378,49397705,49398416,49398801,49398948,49399174,49399326,49399635,49406893,49412629,",
GPC6,9,"93879077,94197515,94482406,94679982,94938602,94958233,95034667,95050719,95055268,","93879869,94197674,94482798,94680148,94938733,94958377,95034804,95050895,95060273,",
TSSC4,3,"2421717,2423523,2423840,","2422028,2423680,2425108,",
NR1H3,10,"47279467,47280730,47281341,47281959,47282791,47283097,47283469,47289463,47289811,47290100,","47279680,47280810,47281530,47282226,47283000,47283277,47283569,47289577,47289906,47290584,",
ABCC9,38,"21958107,21958931,21960279,21962785,21964982,21967577,21968696,21970120,21971083,21981891,21991011,21995247,21997416,21997700,21998536,22001083,22005030,22005301,22012519,22013904,22015886,22017372,22025558,22028587,22035699,22040759,22046965,22048208,22059059,22061010,22063090,22063759,22065805,22068601,22069870,22078875,22086715,22089466,","21958245,21958994,21960413,21962889,21965091,21967656,21968827,21970241,21971185,21981994,21991104,21995405,21997486,21997849,21998766,22001180,22005156,22005439,22012600,22013989,22015988,22017411,22025664,22028660,22035807,22040868,22047108,22048249,22059222,22061145,22063246,22063912,22066000,22068844,22070037,22078997,22086857,22089628,",
NIPA2,10,"23004683,23012278,23014437,23019799,23021197,23026021,23027800,23029839,23033277,23034146,","23006855,23012439,23014528,23019856,23021429,23026119,23027922,23029966,23033413,23034427,",
SELPLG,2,"109015679,109027515,","109018088,109027670,",
RDX,14,"110100165,110103961,110106823,110108216,110118427,110124670,110126013,110128491,110128830,110134684,110135503,110143260,110150405,110167191,","110102758,110104204,110106916,110108377,110118558,110124834,110126110,110128638,110128914,110134959,110135599,110143344,110150481,110167437,",
ADCK4,15,"41197433,41198855,41201893,41205971,41206214,41208504,41209445,41209619,41211000,41211229,41215963,41219971,41220182,41220435,41222491,","41198278,41198942,41201959,41206079,41206356,41208598,41209527,41209760,41211086,41211352,41216041,41220038,41220302,41220540,41222790,",
CYP4B1,12,"47264669,47276479,47276811,47278167,47279153,47279580,47279880,47280745,47282719,47283636,47283802,47284302,","47264933,47276621,47276856,47278295,47279278,47279735,47279987,47280936,47282853,47283701,47283885,47285021,",
SPATA13,13,"24734854,24796956,24823614,24825855,24858272,24860351,24860902,24863136,24864789,24868876,24871500,24874538,24876735,","24735071,24798720,24823980,24826000,24858409,24860531,24861088,24863316,24865022,24869006,24871873,24874613,24881212,",
FOXL1,1,"86612114,","86615304,",
FGF3,3,"69624735,69631087,69633481,","69625468,69631191,69634192,",
ASPA,6,"3379295,3384896,3386792,3392528,3397643,3402184,","3379689,3385092,3386886,3392636,3397753,3402700,",
TPP2,29,"103249285,103257142,103266450,103268745,103271071,103275226,103279361,103280197,103281831,103282445,103286299,103287936,103288573,103289431,103290588,103292619,103295571,103296906,103297258,103298643,103299556,103301256,103301757,103309405,103315997,103317144,103326632,103328645,103330576,","103249553,103257271,103266546,103268850,103271196,103275390,103279516,103280274,103281959,103282545,103286448,103288052,103288742,103289589,103290665,103292726,103295726,103297023,103297359,103298740,103299694,103301501,103301836,103309557,103316094,103317275,103326840,103328765,103331523,",
ZFPM2,8,"106331146,106431371,106456507,106573590,106646473,106800945,106810951,106813274,","106331209,106431530,106456609,106573709,106646585,106801152,106811176,106816767,",
ELL2,12,"95220801,95224789,95226806,95231331,95233943,95236396,95236659,95242226,95249474,95255127,95278705,95297278,","95224691,95224834,95226978,95231395,95234514,95236484,95236784,95242486,95249638,95255249,95278753,95297775,",
DGAT1,17,"145538245,145540515,145540684,145540849,145540995,145541206,145541333,145541446,145541576,145541757,145541923,145542123,145542361,145542497,145542690,145544983,145550099,","145540372,145540578,145540772,145540915,145541108,145541251,145541375,145541485,145541680,145541832,145542025,145542229,145542414,145542583,145542731,145545071,145550582,",
ATF5,4,"50431958,50432499,50433988,50435678,","50432263,50432657,50434285,50437193,",
AKR7A3,7,"19609056,19610489,19611179,19611511,19612381,19612678,19614989,","19609386,19610619,19611279,19611608,19612486,19612866,19615280,",
MIP,4,"56843285,56846855,56847374,56848037,","56845249,56846936,56847539,56848435,",
DNM1L,20,"32832133,32854348,32860300,32861086,32863862,32866142,32871576,32873597,32875360,32883947,32884289,32884787,32886648,32890038,32890798,32891197,32892997,32893342,32895522,32896287,","32832399,32854496,32860347,32861158,32863949,32866305,32871697,32873729,32875567,32884068,32884445,32884877,32886741,32890095,32890876,32891230,32893174,32893452,32895682,32898584,",
EYS,43,"64429875,64436411,64472353,64487898,64497997,64498950,64516082,64574078,64694275,64708967,64776230,64791748,64940484,65016862,65098582,65146066,65149054,65300115,65303009,65327310,65336013,65523270,65531537,65532543,65596589,65612005,65612296,65622376,65655685,65707474,65767506,66005755,66044872,66053930,66063350,66094278,66112370,66115066,66200486,66204555,66205751,66349670,66417027,","64431693,64436573,64472526,64488073,64498142,64499117,64516265,64574251,64694496,64709076,64776384,64791895,64940717,65016975,65098733,65146158,65149245,65301882,65303202,65327426,65336138,65523470,65531616,65532715,65596735,65612113,65612393,65622636,65655807,65707596,65767620,66006012,66045039,66054070,66063510,66094393,66112498,66115260,66200600,66205500,66205886,66349785,66417118,",
MDM4,11,"204485506,204494611,204495487,204499811,204501318,204506557,204507336,204511911,204513662,204515924,204518240,","204485637,204494724,204495562,204499945,204501374,204506625,204507436,204512072,204513812,204516005,204527248,",
FAM189A2,11,"71939487,71951128,71986414,71990651,71992285,71992526,71998545,71998862,72000710,72003073,72006516,","71939546,71951185,71986525,71990780,71992393,71992660,71998675,71998941,72000863,72003366,72007370,",
UGT8,6,"115519610,115544034,115585150,115586835,115589240,115597080,","115520130,115544858,115585293,115586912,115589460,115598202,",
IFNAR2,9,"34602199,34614190,34615977,34617255,34619022,34621013,34624966,34632901,34635097,","34602521,34614282,34616019,34617379,34619195,34621159,34625135,34633032,34636818,",
NFKBIL1,4,"31515352,31515939,31525404,31525798,","31515528,31516216,31525626,31526606,",
AKR1D1,9,"137761177,137773346,137776513,137782611,137790052,137791353,137792160,137798435,137801365,","137761357,137773514,137776630,137782689,137790175,137791463,137792326,137798518,137803050,",
STAT6,22,"57489186,57490632,57490850,57492287,57492574,57492797,57493076,57493549,57493778,57496072,57496611,57498246,57498508,57498933,57499250,57499973,57500310,57500475,57501013,57501387,57501945,57504911,","57490544,57490761,57490916,57492380,57492685,57492861,57493223,57493686,57493873,57496279,57496704,57498369,57498596,57499122,57499382,57500122,57500363,57500614,57501097,57501526,57502082,57505196,",
RTKN2,12,"63952844,63959512,63964615,63976876,63977953,63982996,63995824,63999406,64000900,64005757,64022383,64028309,","63958202,63959620,63964781,63977008,63978060,63983091,63996022,63999524,64000954,64005816,64022580,64028622,",
SLC25A43,5,"118533257,118540422,118544152,118585971,118586827,","118533641,118540664,118544325,118586106,118588437,",
ZNF627,4,"11708234,11725341,11725641,11727509,","11708445,11725468,11725702,11729974,",
GALNTL5,9,"151653463,151664292,151668029,151680070,151684243,151699798,151704911,151711728,151716730,","151653694,151664578,151668150,151680237,151684366,151700048,151705029,151711878,151717019,",
PDLIM4,6,"131593350,131598301,131602156,131606607,131606995,131607717,","131593520,131598453,131602238,131606786,131607159,131609147,",
FAM71A,1,"212797788,","212800120,",
PDCD6IP,18,"33840062,33853563,33855050,33863446,33866678,33867971,33870329,33877535,33879695,33883388,33885603,33886910,33893979,33895370,33896657,33905497,33906734,33907842,","33840429,33853618,33855120,33863574,33866832,33868072,33870461,33877758,33879819,33883566,33885715,33887080,33894228,33895505,33896752,33905621,33906922,33911199,",
APOBEC3G,8,"39473009,39474936,39476937,39477475,39479735,39482283,39483015,39483411,","39473383,39475090,39477232,39477590,39479889,39482572,39483131,39483748,",
SLC5A7,9,"108602969,108604560,108608561,108609427,108614293,108618352,108622504,108624920,108626687,","108603219,108604789,108608675,108609583,108614442,108618496,108622658,108625138,108630439,",
DHX16,20,"2132938,2134556,2135025,2135285,2136048,2136241,2136447,2136802,2139321,2139585,2139881,2142476,2142760,2144650,2144920,2145328,2150259,2150639,2150885,2152484,","2133190,2134730,2135187,2135448,2136116,2136360,2136610,2136943,2139474,2139684,2140092,2142592,2142871,2144842,2145124,2145583,2150316,2150802,2151124,2152903,",
B9D2,4,"41860321,41863801,41869336,41869862,","41860918,41863927,41869428,41870078,",
TET2,11,"106067841,106111516,106155053,106162495,106163990,106164726,106180775,106182915,106190766,106193720,106196204,","106068136,106111662,106158508,106162586,106164084,106164935,106180926,106183005,106190904,106194075,106200960,",
KCNE2,2,"35736322,35742765,","35736450,35743440,",
CAMK2G,21,"75572258,75574760,75576780,75577236,75579289,75581439,75583797,75585036,75597225,75601926,75602215,75606982,75607745,75608283,75608770,75609018,75612011,75612949,75620587,75632746,75634154,","75574263,75575005,75576875,75577312,75579403,75581488,75583842,75585105,75597269,75601969,75602299,75607105,75607840,75608367,75608873,75609091,75612077,75613004,75620647,75632841,75634349,",
ADCK3,15,"227127937,227149077,227152700,227153371,227165149,227169727,227170378,227170594,227171252,227171461,227171794,227172248,227172576,227172954,227174153,","227128100,227149263,227153111,227153438,227165224,227169850,227170464,227170735,227171334,227171555,227171936,227172356,227172642,227173041,227175246,",
B4GALT1,6,"33110638,33113771,33115988,33120416,33135186,33166755,","33113584,33113876,33116111,33120604,33135422,33167356,",
GFRA2,9,"21549529,21551975,21560316,21562496,21563443,21608099,21632483,21640096,21645631,","21550912,21552029,21560489,21562637,21563553,21608454,21632567,21640411,21646346,",
CLCNKB,20,"16370230,16370980,16372052,16373029,16374399,16374837,16374998,16375614,16376112,16376309,16377010,16377369,16377972,16378204,16378692,16380133,16381929,16382169,16382916,16383363,","16370375,16371087,16372181,16373158,16374539,16374915,16375077,16375740,16376197,16376411,16377095,16377543,16378042,16378315,16378906,16380267,16382018,16382253,16383003,16383821,",
CLCN5,12,"49832214,49834533,49837143,49840449,49845250,49846297,49850636,49850984,49853354,49854772,49855326,49856785,","49832415,49834685,49837243,49840637,49845373,49846504,49850717,49851527,49853541,49855171,49855543,49863892,",
ATP2C1,27,"130613291,130649259,130650865,130653465,130656271,130659473,130660434,130672664,130673855,130674947,130678118,130682814,130683791,130685988,130686173,130688135,130694175,130698092,130699425,130711794,130712775,130714886,130715523,130716449,130717137,130718361,130720063,","130613619,130649370,130650982,130653555,130656307,130659535,130660543,130672820,130673924,130675023,130678185,130682939,130683889,130686084,130686263,130688240,130694332,130698263,130699523,130711845,130712942,130714955,130715640,130716597,130717233,130718503,130722046,",
SAR1B,8,"133936838,133944061,133945260,133948380,133956622,133959651,133967766,133968417,","133942756,133944193,133945364,133948446,133956742,133959727,133967885,133968533,",
KCTD6,3,"58477822,58484439,58486672,","58477896,58484509,58488087,",
NNT,22,"43602790,43609244,43613009,43615949,43619133,43624133,43628301,43644293,43644712,43645458,43649248,43650578,43651840,43653119,43655941,43656754,43659272,43675612,43677826,43700220,43702722,43704356,","43602992,43609448,43613239,43616167,43619221,43624222,43628489,43644427,43644904,43645612,43649410,43650689,43651986,43653315,43656175,43656915,43659452,43675772,43677908,43700339,43702838,43705668,",
CDIP1,6,"4560676,4562791,4563696,4564046,4564575,4588325,","4562684,4563065,4563852,4564145,4564665,4588471,",
SF3B4,6,"149895208,149895732,149897727,149898267,149899057,149899617,","149895621,149895906,149897934,149898810,149899186,149900144,",
SLC23A1,15,"138702884,138707675,138713090,138713663,138713910,138714267,138714895,138715366,138715644,138715896,138716253,138716486,138717580,138718180,138718906,","138703320,138707942,138713186,138713807,138714040,138714373,138715043,138715523,138715765,138716078,138716321,138716575,138717738,138718294,138719039,",
ABCC4,31,"95672082,95686858,95695935,95696519,95705348,95714957,95723915,95725457,95726467,95727685,95735393,95768175,95813442,95815375,95815863,95816631,95818411,95822785,95829960,95830250,95838954,95840706,95847089,95858785,95860053,95861687,95862945,95886863,95899228,95899896,95953494,","95673936,95686993,95696041,95696692,95705438,95715113,95724107,95725558,95726578,95727805,95735544,95768255,95813589,95815470,95815901,95816772,95818621,95822882,95830047,95830345,95839146,95840796,95847191,95859035,95860179,95861851,95863035,95887088,95899349,95900007,95953700,",
KCNK5,5,"39156746,39161944,39162369,39163651,39196701,","39159531,39162113,39162536,39163763,39197251,",
AKR1C3,9,"5136567,5138601,5139625,5140993,5141518,5144292,5144676,5147786,5149652,","5136720,5138769,5139742,5141071,5141641,5144402,5144842,5147869,5149878,",
PTCH2,22,"45287937,45288740,45288914,45291921,45292159,45292573,45292838,45293073,45293514,45293967,45294177,45294653,45294828,45295073,45295285,45295580,45296519,45297377,45297646,45297823,45307518,45308532,","45288341,45288840,45289057,45292059,45292440,45292754,45292981,45293386,45293863,45294086,45294303,45294746,45294984,45295205,45295433,45295702,45296715,45297469,45297716,45298013,45307711,45308616,",
DCHS1,21,"6642554,6645960,6646428,6646827,6647150,6647399,6647782,6648019,6649851,6650682,6650902,6651229,6652283,6652541,6652846,6653261,6654642,6655019,6655348,6661047,6676793,","6645621,6646099,6646712,6646958,6647305,6647611,6647896,6648898,6650061,6650808,6651142,6652094,6652441,6652638,6653040,6654287,6654879,6655251,6655537,6662964,6677080,",
IFT80,20,"159974773,159986200,159995093,159995368,159996980,159998454,160000265,160003591,160018670,160021702,160025450,160037547,160073800,160075276,160083830,160093599,160095217,160099290,160102349,160116933,","159976423,159986324,159995266,159995458,159997152,159998602,160000401,160003656,160018834,160021777,160025569,160037727,160073938,160075366,160083940,160093668,160095328,160099510,160102434,160117320,",
ZNF624,6,"16524047,16537175,16537943,16550642,16552971,16557077,","16527823,16537271,16538070,16550708,16553060,16557167,",
TRRAP,71,"98476112,98478712,98479597,98487957,98490046,98491420,98493386,98495363,98497044,98497301,98498246,98501001,98503799,98506350,98507678,98508132,98508699,98509644,98513345,98515045,98519375,98522734,98524789,98527611,98528255,98529027,98530863,98533201,98534778,98535272,98540571,98545843,98546188,98547039,98547282,98547686,98548498,98550789,98552720,98553768,98554021,98555603,98556966,98558883,98559924,98562251,98563318,98564663,98565107,98567734,98569421,98573771,98574105,98574561,98575833,98576391,98579391,98580886,98581715,98582566,98586387,98588077,98589759,98591214,98592209,98601812,98602753,98605999,98608674,98608963,98609693,","98476260,98478873,98479647,98488068,98490151,98491504,98493443,98495489,98497122,98497390,98498343,98501140,98503878,98506585,98508042,98508230,98508894,98509836,98513511,98515302,98519576,98522886,98524989,98527829,98528453,98529288,98531025,98533298,98534900,98535443,98540640,98545963,98546308,98547204,98547464,98547885,98548627,98551056,98552927,98553927,98554156,98555714,98557113,98559097,98560050,98562398,98563518,98564785,98565321,98567914,98569568,98573891,98574393,98574699,98575946,98576527,98579583,98581082,98581981,98582667,98586589,98588242,98589850,98591360,98592471,98602038,98602971,98606184,98608878,98609158,98610866,",
CDCA7L,10,"21940516,21942595,21943727,21945123,21945906,21946185,21947747,21951234,21956371,21985398,","21941970,21942732,21943877,21945249,21946074,21946257,21948125,21951372,21956512,21985542,",
CEP41,11,"130033611,130039879,130040547,130041721,130042488,130044404,130050962,130052019,130056759,130067795,130080774,","130038880,130040095,130040662,130041789,130042640,130044549,130051032,130052081,130056807,130067859,130081051,",
PLA2G6,17,"38507501,38508510,38509493,38511533,38512081,38516765,38519101,38522377,38524275,38525460,38528837,38530994,38535988,38539111,38541444,38565224,38577670,","38508312,38508584,38509661,38511688,38512218,38516916,38519265,38522456,38524437,38525569,38529020,38531091,38536176,38539295,38541660,38565478,38577761,",
COL14A1,48,"121137346,121160044,121170368,121174664,121180399,121209029,121210049,121211640,121215947,121219181,121220470,121221994,121224686,121228589,121237326,121238865,121239458,121240948,121243705,121256117,121259851,121262855,121267478,121275106,121279065,121282273,121290349,121290673,121292173,121292949,121293159,121295874,121298099,121301846,121309749,121312970,121322247,121326170,121327771,121328182,121344379,121344902,121353563,121354618,121357613,121379409,121381568,121383390,","121137579,121160169,121170485,121174808,121180486,121209185,121210169,121211805,121216109,121219333,121220600,121222140,121224816,121228729,121237453,121239005,121239591,121241008,121243857,121256247,121259974,121263005,121267595,121275253,121279122,121282413,121290473,121290817,121292338,121292988,121293298,121296017,121298209,121302005,121309827,121313057,121322301,121326266,121327825,121328236,121344433,121344974,121353599,121354685,121357802,121379487,121381724,121384273,",
NEUROG3,2,"71331790,71332965,","71332800,71333210,",
CACNA1H,35,"1203240,1203719,1244971,1245431,1245925,1248614,1250255,1250715,1251662,1254009,1255113,1256103,1257000,1257274,1257769,1258012,1259031,1260034,1260369,1260582,1260786,1261167,1261480,1261715,1261945,1262510,1263779,1264971,1265241,1265522,1266931,1267918,1268209,1268969,1269980,","1203470,1204036,1245083,1245565,1246023,1248774,1250571,1250808,1252452,1254458,1255265,1256289,1257118,1257430,1257860,1258221,1259412,1260135,1260493,1260651,1260971,1261294,1261606,1261805,1262138,1262528,1263931,1265081,1265375,1265593,1267010,1268040,1268651,1269130,1271772,",
